Date,Product_ID,Region,Supplier,Historical_Sales,Customer_Orders,Promotion,Seasonal_Factor,Inventory_Level,Production_Capacity,Production_Cost_Per_Unit,Selling_Price_Per_Unit,Available_Budget,Supplier_Lead_Time_Days,Supplier_Reliability,Delivery_Delay_Days,Machine_Utilization_Percent,Workforce_Availability_Percent,Market_Volatility,Predicted_Demand,Risk_Score,Risk_Level,Optimal_Production_Quantity,Expected_Revenue,Expected_Cost,Expected_Profit
2024-05-17,P002,South,Supplier_B,672.0,779,0,0.95,449.0,834,596.23,802.69,852967.76,10,0.93,7.0,73.43,91.34,7.2,689,20.46,Low,689,553053.41,410802.47,142250.94
2024-05-18,P002,South,Supplier_A,636.0,690,1,0.95,964.0,936,559.27,895.31,783742.36,15,0.8,7.0,74.15,67.9,9.56,729,33.07,Low,729,652680.99,407707.83,244973.16
2024-05-19,P005,East,Supplier_A,519.0,646,1,0.95,696.0,607,521.46,734.27,396096.69,13,0.81,3.0,62.11,82.34,6.06,523,22.54,Low,523,384023.21,272723.58,111299.63
2024-05-20,P001,East,Supplier_A,301.0,356,0,0.95,876.0,1042,361.26,518.96,818218.45,8,0.74,7.0,90.05,64.52,9.65,308,46.4,Medium,308,159839.68,111268.08,48571.6
2024-05-21,P005,West,Supplier_B,564.0,615,1,0.95,880.0,1138,568.61,906.51,421237.79,10,0.85,,76.03,74.46,9.03,656,31.4,Low,656,594670.56,373008.16,221662.4
2024-05-22,P004,North,Supplier_A,468.0,577,0,0.95,,1257,495.89,723.37,383470.92,10,0.87,3.0,89.67,86.38,2.16,482,18.69,Low,482,348664.34,239018.98,109645.36
2024-05-23,P004,West,Supplier_B,739.0,816,0,0.95,751.0,690,546.07,724.85,421758.56,8,0.88,2.0,65.5,73.21,3.8,657,7.32,Low,657,476226.45,358767.99,117458.46
2024-05-24,P004,North,Supplier_C,521.0,677,0,0.95,1181.0,871,500.26,803.82,841470.79,18,0.91,3.0,61.89,86.27,3.19,517,16.83,Low,517,415574.94,258634.42,156940.52
2024-05-25,P004,East,Supplier_A,746.0,740,0,0.95,917.0,604,688.12,868.7,845134.79,12,0.79,11.0,,69.79,6.15,623,35.96,Medium,604,524694.8,415624.48,109070.32
2024-05-26,P004,East,Supplier_B,651.0,712,1,0.95,1024.0,1193,561.44,902.88,463847.25,5,0.86,3.0,58.75,88.85,8.23,711,27.95,Low,711,641947.68,399183.84,242763.84
2024-05-27,P003,East,Supplier_B,564.0,635,0,0.95,1086.0,818,612.23,777.66,708532.22,6,0.83,0.0,60.9,74.38,7.83,469,21.82,Low,469,364722.54,287135.87,77586.67
2024-05-28,P002,West,Supplier_C,784.0,727,0,0.95,280.0,717,677.72,1027.65,689234.42,15,0.66,3.0,58.15,91.62,7.54,697,33.48,Low,697,716272.05,472370.84,243901.21
2024-05-29,P004,South,Supplier_A,1041.0,1032,1,0.95,757.0,1192,557.06,712.3,774265.71,15,0.82,3.0,90.88,65.47,4.38,986,21.87,Low,986,702327.8,549261.16,153066.64
2024-05-30,P001,South,Supplier_B,367.0,437,0,0.95,175.0,1181,354.22,542.84,442731.18,8,0.87,0.0,91.46,74.48,2.26,355,15.1,Low,355,192708.2,125748.1,66960.1
2024-05-31,P001,East,Supplier_C,552.0,554,0,0.95,784.0,714,362.0,457.42,581590.05,12,0.68,5.0,92.49,78.56,2.9,476,37.8,Medium,476,217731.92,172312.0,45419.92
2024-06-01,P001,South,Supplier_C,652.0,823,0,1.1,633.0,862,595.82,945.56,683988.07,8,0.77,11.0,93.39,76.95,7.68,659,48.45,Medium,659,623124.04,392645.38,230478.66
2024-06-02,P001,South,Supplier_B,404.0,528,0,1.1,829.0,905,447.68,643.04,267066.93,8,0.8,2.0,74.67,77.32,2.33,465,20.77,Low,465,299013.6,208171.2,90842.4
2024-06-03,P003,West,Supplier_B,732.0,869,0,1.1,154.0,1253,552.78,711.64,494880.18,4,0.82,0.0,76.2,77.79,3.01,785,10.3,Low,348,247650.72,192367.44,55283.28
2024-06-04,P001,North,Supplier_B,936.0,900,0,1.1,738.0,1021,420.8,644.97,702327.43,9,0.95,0.0,60.23,99.55,4.82,825,19.3,Low,825,532100.25,347160.0,184940.25
2024-06-05,P004,East,Supplier_C,2914.0,461,0,1.1,357.0,806,444.59,642.75,414186.81,11,0.74,4.0,60.48,67.73,1.65,420,26.79,Low,420,269955.0,186727.8,83227.2
2024-06-06,P005,East,Supplier_B,950.0,939,0,1.1,406.0,1222,526.62,698.5,872507.67,10,0.83,0.0,85.91,90.75,2.91,838,15.12,Low,838,585343.0,441307.56,144035.44
2024-06-07,P001,West,Supplier_A,944.0,1128,1,1.1,160.0,902,691.45,868.65,269604.89,12,0.7,2.0,89.23,82.07,2.35,1013,24.76,Low,389,337904.85,268974.05,68930.8
2024-06-08,P003,West,Supplier_C,569.0,565,0,1.1,1098.0,711,565.69,801.7,872756.67,17,0.92,6.0,86.39,76.55,9.56,510,38.37,Medium,510,408867.0,288501.9,120365.1
2024-06-09,P003,South,Supplier_B,421.0,547,0,1.1,157.0,1016,677.65,870.27,390896.51,8,0.83,5.0,88.38,85.34,2.72,404,23.09,Low,380,330702.6,257507.0,73195.6
2024-06-10,P001,East,Supplier_B,690.0,725,0,1.1,1085.0,1154,685.78,883.06,281734.33,7,0.83,2.0,66.06,94.14,8.76,695,26.02,Low,410,362054.6,281169.8,80884.8
2024-06-11,P005,North,Supplier_A,695.0,833,0,1.1,181.0,884,422.84,573.77,440108.12,13,0.7,2.0,73.64,78.67,2.03,702,16.36,Low,547,313852.19,231293.48,82558.71
2024-06-12,P001,West,Supplier_B,847.0,813,0,1.1,689.0,1239,458.92,689.38,761083.5,6,0.93,,73.37,94.59,8.83,756,18.34,Low,756,521171.28,346943.52,174227.76
2024-06-13,P003,North,Supplier_B,733.0,688,0,1.1,1154.0,784,619.5,905.69,739087.3,5,0.83,0.0,94.81,63.75,6.39,667,31.04,Low,667,604095.23,413206.5,190888.73
2024-06-14,P002,North,Supplier_B,918.0,935,0,1.1,536.0,1340,653.37,834.74,385746.27,6,0.87,1.0,92.97,86.12,8.65,899,32.66,Low,590,492496.6,385488.3,107008.3
2024-06-15,P004,East,Supplier_A,841.0,896,1,1.1,789.0,820,531.73,870.64,377913.59,8,0.71,11.0,78.94,73.33,8.81,927,36.7,Medium,710,618154.4,377528.3,240626.1
2024-06-16,P003,East,Supplier_B,625.0,605,0,1.1,356.0,1043,697.63,1119.6,667676.95,6,0.88,3.0,60.52,75.47,6.37,600,25.61,Low,550,615780.0,383696.5,232083.5
2024-06-17,P001,West,Supplier_C,747.0,872,1,1.1,706.0,716,354.05,479.27,547753.75,11,0.7,4.0,65.34,82.84,9.26,808,40.32,Medium,716,343157.32,253499.8,89657.52
2024-06-18,P004,East,Supplier_A,663.0,745,0,1.1,497.0,669,454.86,590.83,764988.47,7,0.79,6.0,69.55,79.2,6.27,655,29.98,Low,655,386993.65,297933.3,89060.35
2024-06-19,P001,East,Supplier_C,620.0,602,1,1.1,942.0,669,568.11,924.29,265686.31,7,0.77,1.0,89.93,75.27,7.41,629,33.09,Low,467,431643.43,265307.37,166336.06
2024-06-20,P001,East,Supplier_B,465.0,529,0,1.1,383.0,1221,514.25,737.67,646767.71,9,0.86,1.0,61.83,72.33,4.74,463,13.52,Low,463,341541.21,238097.75,103443.46
2024-06-21,P002,North,Supplier_C,515.0,627,1,1.1,1155.0,1026,390.81,537.16,724936.81,12,0.92,0.0,63.79,84.73,9.23,652,20.27,Low,652,350228.32,254808.12,95420.2
2024-06-22,P004,West,Supplier_C,767.0,872,0,1.1,886.0,1243,478.73,692.31,895700.97,18,0.83,7.0,68.98,80.22,8.42,793,35.66,Medium,793,549001.83,379632.89,169368.94
2024-06-23,P004,South,Supplier_B,442.0,494,0,1.1,1091.0,1167,358.91,559.58,691208.1,10,0.95,0.0,92.08,72.93,2.5,419,17.85,Low,419,234464.02,150383.29,84080.73
2024-06-24,P002,North,Supplier_B,401.0,413,0,1.1,325.0,1042,574.96,757.43,400699.35,8,0.91,0.0,75.15,68.2,6.19,419,17.35,Low,419,317363.17,240908.24,76454.93
2024-06-25,P003,East,Supplier_C,732.0,863,1,1.1,598.0,1200,662.46,1031.45,320321.03,10,,5.0,80.87,90.98,9.07,842,34.14,Low,483,498190.35,319968.18,178222.17
2024-06-26,P001,North,Supplier_B,707.0,741,0,1.1,741.0,736,659.71,1022.4,666595.9,9,0.88,0.0,70.49,91.99,8.14,665,24.27,Low,665,679896.0,438707.15,241188.85
2024-06-27,P005,East,Supplier_A,505.0,591,0,1.1,231.0,1103,594.84,871.88,590068.99,7,0.71,2.0,62.54,68.55,9.66,536,36.16,Medium,489,426349.32,290876.76,135472.56
2024-06-28,P001,East,Supplier_B,533.0,569,0,1.1,284.0,730,513.02,818.95,834444.44,4,0.9,1.0,63.91,70.47,3.08,560,13.48,Low,560,458612.0,287291.2,171320.8
2024-06-29,P001,North,Supplier_C,670.0,782,0,1.1,1005.0,817,529.21,689.49,722295.21,10,0.77,1.0,87.11,69.57,4.31,697,23.36,Low,697,480574.53,368859.37,111715.16
2024-06-30,P003,West,Supplier_C,941.0,945,0,1.1,589.0,1287,397.92,592.18,581332.59,16,0.92,0.0,90.74,95.38,5.56,836,27.43,Low,836,495062.48,332661.12,162401.36
2024-07-01,P001,East,Supplier_C,707.0,862,0,1.1,846.0,770,469.36,671.06,512333.16,11,0.76,4.0,74.72,90.97,3.09,706,19.33,Low,706,473768.36,331368.16,142400.2
2024-07-02,P002,West,Supplier_B,821.0,824,1,1.1,568.0,1074,415.7,589.84,512843.55,7,0.95,1.0,69.28,62.98,4.55,869,9.74,Low,826,487207.84,343368.2,143839.64
2024-07-03,P002,South,Supplier_C,810.0,857,1,1.1,237.0,1211,637.42,861.17,397097.79,8,0.84,0.0,87.31,93.31,23.84,832,21.87,Low,585,503784.45,372890.7,130893.75
2024-07-04,P004,East,Supplier_A,947.0,1083,1,1.1,805.0,728,670.16,937.49,261261.88,13,0.62,6.0,81.92,61.47,2.72,1069,26.01,Low,389,364683.61,260692.24,103991.37
2024-07-05,P005,West,Supplier_B,685.0,671,0,1.1,1181.0,656,537.92,695.67,623691.88,5,0.95,3.0,56.63,70.13,3.31,648,14.12,Low,648,450794.16,348572.16,102222.0
2024-07-06,P001,West,Supplier_A,933.0,989,1,1.1,364.0,780,604.72,816.76,388069.58,15,0.81,6.0,69.03,96.76,2.12,958,19.3,Low,641,523543.16,387625.52,135917.64
2024-07-07,P001,South,Supplier_A,612.0,663,1,1.1,701.0,845,392.51,533.34,385412.5,14,0.76,3.0,82.29,94.57,7.42,666,33.29,Low,666,355204.44,261411.66,93792.78
2024-07-08,P003,West,Supplier_B,496.0,624,0,1.1,652.0,743,562.99,866.03,331497.8,9,0.83,2.0,77.95,91.26,4.25,492,10.46,Low,492,426086.76,276991.08,149095.68
2024-07-09,P002,West,Supplier_B,857.0,997,0,1.1,848.0,650,595.98,756.55,373237.07,6,0.88,1.0,94.12,78.3,2.98,870,23.23,Low,626,473600.3,373083.48,100516.82
2024-07-10,P005,South,Supplier_B,425.0,489,0,1.1,394.0,967,508.47,768.03,270662.95,4,0.81,0.0,89.64,72.86,5.57,459,25.2,Low,459,352525.77,233387.73,119138.04
2024-07-11,P004,East,Supplier_B,730.0,932,1,1.1,458.0,1058,435.15,582.48,688250.44,7,0.94,0.0,57.39,95.26,1.61,819,4.58,Low,819,477051.12,356387.85,120663.27
2024-07-12,P002,West,Supplier_B,513.0,640,0,1.1,380.0,817,657.08,842.87,510908.13,5,0.96,3.0,84.03,86.28,9.31,583,23.87,Low,571,481278.77,375192.68,106086.09
2024-07-13,P004,West,Supplier_A,,473,0,1.1,304.0,1215,610.02,835.92,614990.99,12,0.66,9.0,68.45,71.82,3.65,369,32.28,Low,369,308454.48,225097.38,83357.1
2024-07-14,P003,West,Supplier_B,667.0,715,0,1.1,997.0,1166,664.95,890.89,664022.45,6,0.85,4.0,82.28,78.53,8.98,614,28.38,Low,614,547006.46,408279.3,138727.16
2024-07-15,P003,North,Supplier_A,755.0,941,1,1.1,264.0,856,636.44,936.08,882114.97,14,0.64,0.0,79.69,95.26,5.48,876,29.92,Low,760,711420.8,483694.4,227726.4
2024-07-16,P001,South,Supplier_A,694.0,802,1,1.1,460.0,755,696.63,970.37,294372.81,9,0.82,1.0,75.12,96.14,8.65,735,27.63,Low,422,409496.14,293977.86,115518.28
2024-07-17,P005,North,Supplier_B,653.0,781,1,1.1,1142.0,1164,417.26,682.8,521646.5,5,0.95,2.0,89.12,86.37,3.22,700,20.72,Low,700,477960.0,292082.0,185878.0
2024-07-18,P004,South,Supplier_B,965.0,884,0,1.1,449.0,1041,380.36,622.05,409833.66,5,0.86,8.0,83.35,89.3,2.58,832,18.05,Low,716,445387.8,272337.76,173050.04
2024-07-19,P002,East,Supplier_B,798.0,953,0,1.1,1191.0,1298,467.95,667.99,559862.76,10,0.81,3.0,90.58,61.57,8.64,770,39.22,Medium,770,514352.3,360321.5,154030.8
2024-07-20,P003,East,Supplier_B,835.0,896,0,1.1,933.0,1261,395.15,619.61,848307.0,4,0.85,3.0,66.26,84.18,2.92,824,17.96,Low,824,510558.64,325603.6,184955.04
2024-07-21,P001,West,Supplier_B,669.0,872,0,1.1,161.0,1375,533.1,669.2,720589.77,7,0.98,0.0,68.93,87.56,7.72,653,15.02,Low,434,290432.8,231365.4,59067.4
2024-07-22,P001,South,Supplier_C,923.0,951,0,1.1,381.0,1361,571.56,839.69,680267.23,9,0.73,1.0,79.88,60.82,4.1,878,19.69,Low,852,715415.88,486969.12,228446.76
2024-07-23,P004,East,Supplier_B,787.0,985,0,1.1,1104.0,1322,552.4,854.74,536809.82,6,0.96,2.0,93.66,93.75,7.73,832,26.86,Low,832,711143.68,459596.8,251546.88
2024-07-24,P003,South,Supplier_B,1086.0,991,0,1.1,879.0,624,440.73,589.16,686223.12,5,0.94,0.0,69.86,97.13,9.17,1020,19.82,Low,624,367635.84,275015.52,92620.32
2024-07-25,P005,East,Supplier_A,969.0,1030,0,1.1,1167.0,1263,668.09,851.46,271044.0,10,0.76,4.0,56.29,69.52,9.83,901,35.95,Medium,405,344841.3,270576.45,74264.85
2024-07-26,P003,North,Supplier_A,586.0,727,1,1.1,1148.0,1135,357.41,469.05,631055.14,14,0.7,6.0,72.84,93.83,4.24,677,25.97,Low,677,317546.85,241966.57,75580.28
2024-07-27,P004,East,Supplier_B,940.0,880,0,1.1,452.0,1363,471.8,673.14,609954.77,8,0.86,3.0,76.76,86.62,4.31,921,18.08,Low,666,448311.24,314218.8,134092.44
2024-07-28,P004,North,Supplier_B,943.0,1010,1,1.1,690.0,659,601.65,873.93,475316.28,7,0.91,0.0,87.04,83.23,9.83,1035,36.18,Medium,659,575919.87,396487.35,179432.52
2024-07-29,P003,East,Supplier_B,710.0,817,0,1.1,619.0,1066,618.43,867.26,380984.18,5,0.96,0.0,84.14,93.73,8.75,692,19.27,Low,616,534232.16,380952.88,153279.28
2024-07-30,P004,West,Supplier_B,770.0,758,0,1.1,962.0,1033,495.64,706.78,774911.11,6,0.85,5.0,93.59,71.42,1.41,754,26.26,Low,754,532912.12,373712.56,159199.56
2024-07-31,P003,North,Supplier_B,533.0,508,0,1.1,226.0,665,355.92,511.85,285010.37,5,0.82,3.0,86.31,91.63,6.16,505,24.9,Low,505,258484.25,179739.6,78744.65
2024-08-01,P002,East,Supplier_C,726.0,792,0,1.1,1169.0,1164,566.32,882.2,295287.36,10,0.83,1.0,66.95,72.58,2.63,702,8.85,Low,521,459626.2,295052.72,164573.48
2024-08-02,P003,West,Supplier_C,701.0,822,0,1.1,173.0,705,372.08,480.76,536339.13,13,0.92,,80.66,91.5,9.95,785,25.99,Low,463,222591.88,172273.04,50318.84
2024-08-03,P003,North,Supplier_B,827.0,827,0,1.1,1188.0,695,387.75,603.95,414160.46,5,0.91,4.0,81.89,78.04,2.25,807,13.3,Low,695,419745.25,269486.25,150259.0
2024-08-04,P004,West,Supplier_C,665.0,651,0,1.1,825.0,1287,577.59,881.09,734544.07,17,0.82,3.0,94.92,64.68,6.03,685,39.0,Medium,685,603546.65,395649.15,207897.5
2024-08-05,P004,South,Supplier_A,603.0,538,0,1.1,674.0,1150,459.37,710.49,662223.55,7,0.65,3.0,60.55,75.26,6.99,508,33.43,Low,508,360928.92,233359.96,127568.96
2024-08-06,P001,South,Supplier_A,991.0,1009,0,1.1,496.0,767,471.81,728.37,752147.62,14,0.75,4.0,62.65,69.34,9.43,986,31.5,Low,737,536808.69,347723.97,189084.72
2024-08-07,P001,North,Supplier_A,745.0,839,1,1.1,321.0,641,520.38,748.43,461041.32,8,0.63,4.0,61.22,64.02,8.63,813,34.43,Low,534,399661.62,277882.92,121778.7
2024-08-08,P002,East,Supplier_B,1106.0,1063,1,1.1,861.0,703,692.5,924.18,731337.31,9,0.9,3.0,78.56,64.41,3.21,1089,16.33,Low,703,649698.54,486827.5,162871.04
2024-08-09,P001,North,Supplier_C,849.0,1031,1,1.1,638.0,803,687.9,1007.53,810497.1,16,0.69,9.0,60.41,91.2,6.15,956,32.79,Low,803,809046.59,552383.7,256662.89
2024-08-10,P003,West,Supplier_A,441.0,491,0,1.1,527.0,1119,495.69,809.56,474428.42,8,0.85,0.0,81.24,95.26,9.58,457,22.85,Low,457,369968.92,226530.33,143438.59
2024-08-11,P004,East,Supplier_C,942.0,975,1,1.1,521.0,881,442.92,657.92,470932.28,10,0.86,3.0,87.15,97.09,7.62,1011,24.79,Low,817,537520.64,361865.64,175655.0
2024-08-12,P001,South,Supplier_A,616.0,683,1,1.1,1149.0,642,455.91,571.9,834968.41,14,0.83,3.0,72.31,94.16,7.2,724,26.82,Low,642,367159.8,292694.22,74465.58
2024-08-13,P001,East,Supplier_C,764.0,1005,0,1.1,1126.0,709,444.07,565.69,282363.66,14,0.65,0.0,77.43,93.21,7.79,774,27.15,Low,635,359213.15,281984.45,77228.7
2024-08-14,P002,South,Supplier_B,1070.0,1091,1,1.1,906.0,809,536.29,883.35,477623.11,4,0.82,6.0,91.51,62.75,3.9,1050,32.21,Low,809,714630.15,433858.61,280771.54
2024-08-15,P002,East,Supplier_A,759.0,845,0,1.1,626.0,1348,562.4,719.19,327137.12,9,,13.0,77.78,91.6,7.56,732,41.46,Medium,581,417849.39,326754.4,91094.99
2024-08-16,P003,East,Supplier_B,891.0,959,1,1.1,531.0,648,521.07,660.93,268837.38,9,0.97,1.0,63.34,91.33,3.1,940,3.74,Low,515,340378.95,268351.05,72027.9
2024-08-17,P004,East,Supplier_A,1010.0,1037,1,1.1,304.0,714,492.8,685.59,323365.12,8,0.83,7.0,68.73,65.25,4.85,1037,27.41,Low,656,449747.04,323276.8,126470.24
2024-08-18,P002,West,Supplier_A,741.0,912,0,1.1,406.0,754,423.95,694.31,530309.76,12,0.78,0.0,76.19,86.48,9.01,800,26.34,Low,754,523509.74,319658.3,203851.44
2024-08-19,P001,West,Supplier_A,788.0,989,0,1.1,823.0,1248,518.88,714.74,696521.44,12,0.71,3.0,61.2,78.1,1.17,811,15.66,Low,811,579654.14,420811.68,158842.46
2024-08-20,P004,North,Supplier_C,515.0,617,1,1.1,217.0,1102,469.39,663.7,438033.58,10,0.89,2.0,79.5,96.0,4.73,706,14.9,Low,524,347778.8,245960.36,101818.44
2024-08-21,P004,North,Supplier_B,489.0,504,0,1.1,493.0,1278,539.56,811.3,802288.95,8,0.88,0.0,94.97,87.82,3.4,521,21.38,Low,521,422687.3,281110.76,141576.54
2024-08-22,P001,South,Supplier_A,368.0,478,0,1.1,822.0,1310,586.32,738.55,534450.16,10,0.87,2.0,81.1,98.04,2.79,384,20.21,Low,384,283603.2,225146.88,58456.32
2024-08-23,P002,West,Supplier_B,780.0,848,1,1.1,540.0,670,571.66,919.86,879348.23,10,0.97,4.0,69.9,64.2,8.55,779,24.1,Low,670,616306.2,383012.2,233294.0
2024-08-24,P001,South,Supplier_B,517.0,556,0,1.1,408.0,1118,511.87,746.19,870201.19,9,0.84,0.0,68.27,61.62,7.27,588,21.36,Low,588,438759.72,300979.56,137780.16
2024-08-25,P004,North,Supplier_A,611.0,651,0,1.1,456.0,1311,544.62,782.47,752629.54,8,0.6,10.0,92.26,98.94,2.01,579,39.45,Medium,579,453050.13,315334.98,137715.15
2024-08-26,P005,South,Supplier_B,739.0,936,0,1.1,1099.0,935,449.7,716.95,856063.57,5,0.97,0.0,89.86,63.21,5.45,792,21.86,Low,792,567824.4,356162.4,211662.0
2024-08-27,P005,North,Supplier_A,783.0,871,0,1.1,1119.0,666,358.48,584.76,709612.45,14,0.72,3.0,73.89,75.45,5.2,737,21.89,Low,666,389450.16,238747.68,150702.48
2024-08-28,P003,West,Supplier_A,811.0,917,0,1.1,395.0,1092,568.76,807.28,832129.07,14,0.75,4.0,69.14,86.0,2.28,848,21.12,Low,848,684573.44,482308.48,202264.96
2024-08-29,P001,East,Supplier_B,1030.0,973,0,1.1,882.0,1249,438.4,578.24,403707.92,5,0.91,0.0,83.42,95.2,8.2,962,24.14,Low,920,531980.8,403328.0,128652.8
2024-08-30,P001,West,Supplier_A,524.0,677,0,1.1,336.0,1353,584.13,920.75,474523.13,10,0.71,4.0,67.58,70.18,4.3,512,28.25,Low,512,471424.0,299074.56,172349.44
2024-08-31,P003,South,Supplier_B,460.0,462,0,1.1,1074.0,812,611.45,862.94,739404.54,5,0.95,5.0,59.78,61.16,7.86,371,18.06,Low,371,320150.74,226847.95,93302.79
2024-09-01,P003,South,Supplier_B,849.0,919,1,0.95,934.0,780,670.57,1089.15,525964.8,9,0.85,6.0,67.41,80.85,2.73,873,22.34,Low,780,849537.0,523044.6,326492.4
2024-09-02,P003,West,Supplier_A,552.0,633,0,0.95,557.0,1365,685.34,1117.08,794262.83,10,0.87,5.0,72.37,78.84,3.84,530,20.19,Low,530,592052.4,363230.2,228822.2
2024-09-03,P004,West,Supplier_B,702.0,701,0,0.95,490.0,1212,353.68,458.35,820465.27,10,0.93,4.0,65.22,72.28,1.86,646,9.26,Low,646,296094.1,228477.28,67616.82
2024-09-04,P001,North,Supplier_A,493.0,535,0,0.95,712.0,1198,696.63,1137.33,444824.17,11,0.82,1.0,63.67,94.96,2.29,419,6.55,Low,419,476541.27,291887.97,184653.3
2024-09-05,P004,South,Supplier_C,644.0,764,0,0.95,800.0,1296,589.06,823.1,785243.03,11,0.81,0.0,55.25,89.97,8.95,587,24.28,Low,587,483159.7,345778.22,137381.48
2024-09-06,P003,South,Supplier_B,605.0,623,0,0.95,1101.0,1202,575.23,867.74,350271.78,7,0.97,0.0,80.23,94.32,1.98,472,5.89,Low,472,409573.28,271508.56,138064.72
2024-09-07,P001,West,Supplier_C,377.0,359,0,0.95,218.0,847,355.32,449.09,467227.86,7,0.72,3.0,79.58,66.47,1.86,301,14.11,Low,301,135176.09,106951.32,28224.77
2024-09-08,P004,East,Supplier_B,835.0,854,1,0.95,530.0,813,651.43,1045.91,586677.22,9,0.81,2.0,62.52,87.7,9.46,779,26.47,Low,779,814763.89,507463.97,307299.92
2024-09-09,P004,South,Supplier_A,672.0,797,0,0.95,206.0,958,400.92,604.04,397188.45,9,0.86,4.0,92.75,99.0,6.81,611,29.99,Low,349,210809.96,139921.08,70888.88
2024-09-10,P003,East,Supplier_B,407.0,522,0,0.95,999.0,848,643.07,969.38,626524.09,5,0.94,2.0,71.38,84.48,1.91,406,7.42,Low,406,393568.28,261086.42,132481.86
2024-09-11,P001,West,Supplier_C,388.0,501,0,0.95,1065.0,1237,355.45,572.58,626151.8,7,0.86,2.0,56.02,66.85,9.75,387,24.34,Low,387,221588.46,137559.15,84029.31
2024-09-12,P003,West,Supplier_B,339.0,374,0,0.95,474.0,1115,576.09,837.25,384486.88,4,0.87,2.0,63.79,99.83,2.32,281,18.85,Low,281,235267.25,161881.29,73385.96
2024-09-13,P001,North,Supplier_C,502.0,567,0,0.95,610.0,687,502.18,710.19,767166.87,6,0.85,6.0,82.68,81.13,7.9,472,33.9,Low,472,335209.68,237028.96,98180.72
2024-09-14,P005,South,Supplier_C,527.0,521,0,0.95,328.0,1262,420.27,670.94,660568.92,16,0.79,0.0,63.06,93.6,1.31,511,7.7,Low,511,342850.34,214757.97,128092.37
2024-09-15,P002,East,Supplier_A,608.0,687,0,0.95,993.0,775,387.65,599.68,456544.33,7,0.7,8.0,57.16,65.97,6.62,553,32.36,Low,553,331623.04,214370.45,117252.59
2024-09-16,P002,North,Supplier_A,419.0,506,1,0.95,723.0,1322,504.04,821.38,400920.11,10,0.64,0.0,79.71,86.64,5.92,440,21.8,Low,440,361407.2,221777.6,139629.6
2024-09-17,P002,South,Supplier_B,436.0,486,0,0.95,268.0,1025,393.16,639.3,821187.59,10,0.87,1.0,75.73,96.5,2.87,425,11.74,Low,369,235901.7,145076.04,90825.66
2024-09-18,P003,North,Supplier_B,441.0,468,0,0.95,698.0,1370,520.26,729.89,793232.46,5,0.87,7.0,85.45,81.28,6.79,432,36.94,Medium,432,315312.48,224752.32,90560.16
2024-09-19,P005,West,Supplier_C,539.0,591,0,0.95,795.0,1202,568.83,812.74,399344.44,10,0.74,6.0,85.91,71.55,6.55,466,39.02,Medium,466,378736.84,265074.78,113662.06
2024-09-20,P001,South,Supplier_C,696.0,653,0,0.95,175.0,1370,639.58,864.96,273143.4,11,,2.0,93.4,65.1,8.19,575,37.92,Medium,306,264677.76,195711.48,68966.28
2024-09-21,P004,North,Supplier_B,480.0,525,0,0.95,1181.0,1302,587.53,889.67,772946.19,4,0.92,4.0,57.28,71.84,8.88,366,25.08,Low,366,325619.22,215035.98,110583.24
2024-09-22,P001,North,Supplier_A,790.0,739,0,0.95,1118.0,680,372.82,520.39,650080.56,13,0.79,6.0,56.56,74.2,5.59,665,28.73,Low,665,346059.35,247925.3,98134.05
2024-09-23,P004,East,Supplier_C,709.0,666,0,0.95,682.0,737,457.6,715.89,315573.32,17,0.71,7.0,94.49,88.4,5.41,578,42.88,Medium,578,413784.42,264492.8,149291.62
2024-09-24,P001,North,Supplier_A,421.0,424,0,0.95,,1032,450.79,585.41,631782.83,9,0.86,2.0,80.79,67.14,6.59,314,23.17,Low,314,183818.74,141548.06,42270.68
2024-09-25,P005,South,Supplier_C,358.0,410,0,0.95,1198.0,1069,670.26,869.03,543918.75,17,0.76,7.0,83.61,64.24,7.56,315,36.77,Medium,315,273744.45,211131.9,62612.55
2024-09-26,P004,South,Supplier_B,603.0,743,0,0.95,804.0,949,653.72,870.61,753457.71,6,0.86,1.0,58.86,75.48,4.21,579,16.6,Low,579,504083.19,378503.88,125579.31
2024-09-27,P003,East,Supplier_B,404.0,479,0,0.95,1094.0,725,479.55,615.61,385905.15,8,0.91,0.0,57.79,78.35,5.54,371,10.42,Low,371,228391.31,177913.05,50478.26
2024-09-28,P001,South,Supplier_A,924.0,854,0,0.95,704.0,908,374.9,561.6,544551.88,13,0.78,10.0,61.41,85.14,6.27,783,33.48,Low,783,439732.8,293546.7,146186.1
2024-09-29,P001,West,Supplier_B,616.0,735,0,0.95,574.0,829,662.94,867.75,351558.67,5,0.92,0.0,72.09,88.3,9.9,637,23.7,Low,530,459907.5,351358.2,108549.3
2024-09-30,P004,South,Supplier_B,572.0,587,1,0.95,442.0,1059,660.87,868.37,872392.7,6,0.91,0.0,59.41,95.57,6.29,608,14.87,Low,608,527968.96,401808.96,126160.0
2024-10-01,P003,South,Supplier_B,666.0,748,0,1.25,703.0,944,649.16,815.14,756179.8,4,0.87,6.0,72.85,71.56,3.02,713,15.0,Low,713,581194.82,462851.08,118343.74
2024-10-02,P003,North,Supplier_A,1253.0,1226,1,1.25,580.0,909,645.78,1009.25,728869.58,14,0.64,11.0,77.46,81.14,6.29,1334,40.75,Medium,909,917408.25,587014.02,330394.23
